period,feature,psi,ks,band,rows_reference,rows_current,low_confidence,missing_reference,missing_current,missing_change
2018-07,id_19,0.04911714910679626,0.04001291743640756,stable,116645,14074,False,0.7530967419649812,0.8205533596837945,0.06745661771881328
2018-07,id_20,0.08653903448458711,0.10554437508906933,stable,116625,14034,False,0.7531390760998409,0.8210633686089507,0.06792429250910981
2018-07,id_21,,,unknown,4263,528,True,0.990976479154672,0.9932678821879383,0.0022914030332662483
2018-07,id_22,,,unknown,4273,529,True,0.9909553120872422,0.9932551319648094,0.002299819877567222
2018-07,id_24,,,unknown,3914,496,True,0.9917152098079723,0.9936758893280633,0.0019606795200909355
2018-07,id_25,,,unknown,4246,525,True,0.9910124631693027,0.993306132857325,0.0022936696880223595
2018-07,id_26,,,unknown,4267,529,True,0.9909680123277,0.9932551319648094,0.0022871196371093694
2018-07,id_32,0.00035889479045526695,0.045743465527760874,stable,66110,6556,False,0.8600645172215261,0.9164095371669004,0.05634501994537433
2018-07,has_identity,,0.06722000000000006,unknown,472432,78430,False,0.0,0.0,0.0
2018-07,V219,0.0551349444693567,0.09797822503472764,stable,109935,12958,False,0.7672998442103837,0.8347826086956521,0.06748276448526846
2018-07,V264,0.041594543367485005,0.10212539280753208,stable,109935,12958,False,0.7672998442103837,0.8347826086956521,0.06748276448526846
2018-07,V223,,0.005815113443432662,unknown,109935,12958,False,0.7672998442103837,0.8347826086956521,0.06748276448526846
2018-07,V263,0.03845026508538857,0.08961829912023467,stable,109935,12958,False,0.7672998442103837,0.8347826086956521,0.06748276448526846
2018-07,V237,,0.019733776817410065,unknown,109935,12958,False,0.7672998442103837,0.8347826086956521,0.06748276448526846
2018-07,V240,8.692426464874347e-05,0.00020324124093218376,stable,109935,12958,False,0.7672998442103837,0.8347826086956521,0.06748276448526846
2018-07,V246,0.00012718117939196827,0.06647728970520139,stable,109935,12958,False,0.7672998442103837,0.8347826086956521,0.06748276448526846
2018-07,V252,0.00012718117939196827,0.005175036271029554,stable,109935,12958,False,0.7672998442103837,0.8347826086956521,0.06748276448526846
2018-07,V260,0.005445884876288668,0.021059848742089826,stable,109935,12958,False,0.7672998442103837,0.8347826086956521,0.06748276448526846
2018-07,V262,0.0048008271354301755,0.019592745794104027,stable,109935,12958,False,0.7672998442103837,0.8347826086956521,0.06748276448526846
2018-07,V265,0.03603322785698651,0.09809822503472765,stable,109935,12958,False,0.7672998442103837,0.8347826086956521,0.06748276448526846
2018-07,V268,5.960837017860351e-05,0.00925607964191999,stable,109935,12958,False,0.7672998442103837,0.8347826086956521,0.06748276448526846
2018-07,V273,0.03604789747528546,0.07906569532335239,stable,109935,12958,False,0.7672998442103837,0.8347826086956521,0.06748276448526846
2018-07,V95,0.0032899306705509554,0.02317999999999998,stable,472335,78430,False,0.00020532055406915703,0.0,-0.00020532055406915703
2018-07,V96,0.02306160615073312,0.07038,stable,472335,78430,False,0.00020532055406915703,0.0,-0.00020532055406915703
2018-07,V98,,0.0018399999999999528,unknown,472335,78430,False,0.00020532055406915703,0.0,-0.00020532055406915703
2018-07,V100,0.00372175126418785,0.02403999999999995,stable,472335,78430,False,0.00020532055406915703,0.0,-0.00020532055406915703
2018-07,V103,,0.007959999999999967,unknown,472335,78430,False,0.00020532055406915703,0.0,-0.00020532055406915703
2018-07,V106,,0.01973999999999998,unknown,472335,78430,False,0.00020532055406915703,0.0,-0.00020532055406915703
2018-07,V105,,0.032400000000000095,unknown,472335,78430,False,0.00020532055406915703,0.0,-0.00020532055406915703
2018-07,V108,0.0003503530332016878,0.0044599999999999085,stable,472335,78430,False,0.00020532055406915703,0.0,-0.00020532055406915703
2018-07,V109,1.7450632964595143e-05,0.011199999999999988,stable,472335,78430,False,0.00020532055406915703,0.0,-0.00020532055406915703
2018-07,V111,0.0003503530332016878,0.0024000000000000687,stable,472335,78430,False,0.00020532055406915703,0.0,-0.00020532055406915703
2018-07,V114,0.00035653688651863776,0.007379999999999942,stable,472335,78430,False,0.00020532055406915703,0.0,-0.00020532055406915703
2018-07,V115,2.0030023501658037e-05,0.018920000000000048,stable,472335,78430,False,0.00020532055406915703,0.0,-0.00020532055406915703
2018-07,V117,0.0003503530332016878,0.00018,stable,472335,78430,False,0.00020532055406915703,0.0,-0.00020532055406915703
2018-07,V118,1.7450632964595143e-05,0.0004999999999999449,stable,472335,78430,False,0.00020532055406915703,0.0,-0.00020532055406915703
2018-07,V120,0.0003503530332016878,0.0006200000000000649,stable,472335,78430,False,0.00020532055406915703,0.0,-0.00020532055406915703
2018-07,V121,1.7450632964595143e-05,0.0030400000000000427,stable,472335,78430,False,0.00020532055406915703,0.0,-0.00020532055406915703
2018-07,V123,0.00035653688651863776,0.010340000000000016,stable,472335,78430,False,0.00020532055406915703,0.0,-0.00020532055406915703
2018-07,V124,2.0030023501658037e-05,0.027660000000000018,stable,472335,78430,False,0.00020532055406915703,0.0,-0.00020532055406915703
2018-07,V128,0.009011657113060026,0.04382000000000008,stable,472335,78430,False,0.00020532055406915703,0.0,-0.00020532055406915703
2018-07,V127,0.021487198590700352,0.07042000000000004,stable,472335,78430,False,0.00020532055406915703,0.0,-0.00020532055406915703
2018-07,V131,0.003962475941158205,0.02403999999999995,stable,472335,78430,False,0.00020532055406915703,0.0,-0.00020532055406915703
2018-07,V130,0.015236742788850385,0.055379999999999985,stable,472335,78430,False,0.00020532055406915703,0.0,-0.00020532055406915703
2018-07,V134,,0.008000000000000007,unknown,472335,78430,False,0.00020532055406915703,0.0,-0.00020532055406915703
2018-07,V136,,0.032400000000000095,unknown,472335,78430,False,0.00020532055406915703,0.0,-0.00020532055406915703
2018-07,V293,,0.008440000000000003,unknown,472420,78428,False,2.5400480915772006e-05,2.550044625780951e-05,9.996534203750467e-08
2018-07,V307,0.013469348596914347,0.05798000000000003,stable,472420,78428,False,2.5400480915772006e-05,2.550044625780951e-05,9.996534203750467e-08
2018-07,V284,,0.0016400000000000858,unknown,472420,78428,False,2.5400480915772006e-05,2.550044625780951e-05,9.996534203750467e-08
2018-07,V285,0.006798465545854251,0.03992000000000007,stable,472420,78428,False,2.5400480915772006e-05,2.550044625780951e-05,9.996534203750467e-08
2018-07,V286,,0.0051800000000000734,unknown,472420,78428,False,2.5400480915772006e-05,2.550044625780951e-05,9.996534203750467e-08
2018-07,V297,,0.012780000000000014,unknown,472420,78428,False,2.5400480915772006e-05,2.550044625780951e-05,9.996534203750467e-08
2018-07,V298,,0.02517999999999998,unknown,472420,78428,False,2.5400480915772006e-05,2.550044625780951e-05,9.996534203750467e-08
2018-07,V299,,0.01532,unknown,472420,78428,False,2.5400480915772006e-05,2.550044625780951e-05,9.996534203750467e-08
2018-07,V303,0.026839524336327417,0.06663999999999992,stable,472420,78428,False,2.5400480915772006e-05,2.550044625780951e-05,9.996534203750467e-08
2018-07,V308,0.006473198532419842,0.040020000000000056,stable,472420,78428,False,2.5400480915772006e-05,2.550044625780951e-05,9.996534203750467e-08
2018-07,V312,0.0018530818168712411,0.018019999999999925,stable,472420,78428,False,2.5400480915772006e-05,2.550044625780951e-05,9.996534203750467e-08
2018-07,V310,0.0064357344211394205,0.04180000000000006,stable,472420,78428,False,2.5400480915772006e-05,2.550044625780951e-05,9.996534203750467e-08
2018-07,V316,,0.008440000000000003,unknown,472420,78428,False,2.5400480915772006e-05,2.550044625780951e-05,9.996534203750467e-08
2018-07,V318,,0.010099999999999998,unknown,472420,78428,False,2.5400480915772006e-05,2.550044625780951e-05,9.996534203750467e-08
2018-07,V320,,0.02523999999999993,unknown,472420,78428,False,2.5400480915772006e-05,2.550044625780951e-05,9.996534203750467e-08
2018-07,V168,0.04949380011706209,0.09501171829793231,stable,116499,14171,False,0.7534057811494564,0.8193165880402907,0.06591080689083428
2018-07,V203,0.04116078473296788,0.10197084468280293,stable,116499,14171,False,0.7534057811494564,0.8193165880402907,0.06591080689083428
2018-07,V173,,0.0070071766283253956,unknown,116499,14171,False,0.7534057811494564,0.8193165880402907,0.06591080689083428
2018-07,V183,,0.018039506033448505,unknown,116499,14171,False,0.7534057811494564,0.8193165880402907,0.06591080689083428
2018-07,V215,0.003287667234731101,0.022301103662409227,stable,116499,14171,False,0.7534057811494564,0.8193165880402907,0.06591080689083428
2018-07,V202,0.02539803866607701,0.07838226236680546,stable,116499,14171,False,0.7534057811494564,0.8193165880402907,0.06591080689083428
2018-07,V205,,0.009962211558817269,unknown,116499,14171,False,0.7534057811494564,0.8193165880402907,0.06591080689083428
2018-07,V211,0.02325470589401588,0.06410425658034014,stable,116499,14171,False,0.7534057811494564,0.8193165880402907,0.06591080689083428
2018-07,V13,0.05471916606060091,0.11662,stable,406005,72622,False,0.14060647881599891,0.07405329593267883,-0.06655318288332009
2018-07,V14,,9.999999999999994e-05,unknown,406005,72622,False,0.14060647881599891,0.07405329593267883,-0.06655318288332009
2018-07,V17,0.001181387691940445,0.012740000000000085,stable,406005,72622,False,0.14060647881599891,0.07405329593267883,-0.06655318288332009
2018-07,V20,0.002446664035473095,0.018020000000000008,stable,406005,72622,False,0.14060647881599891,0.07405329593267883,-0.06655318288332009
2018-07,V23,0.0001668609790170101,0.009159999999999946,stable,406005,72622,False,0.14060647881599891,0.07405329593267883,-0.06655318288332009
2018-07,V26,0.023124022675790588,0.02024,stable,406005,72622,False,0.14060647881599891,0.07405329593267883,-0.06655318288332009
2018-07,V27,,0.0006599999999999939,unknown,406005,72622,False,0.14060647881599891,0.07405329593267883,-0.06655318288332009
2018-07,V30,0.0007117726663036545,0.017159999999999953,stable,406005,72622,False,0.14060647881599891,0.07405329593267883,-0.06655318288332009
2018-07,V54,0.08333983046380825,0.13540000000000002,stable,405542,72272,False,0.14158651403799913,0.07851587402779549,-0.06307064001020364
2018-07,V56,4.3957535963379105e-05,0.018919999999999937,stable,405542,72272,False,0.14158651403799913,0.07851587402779549,-0.06307064001020364
2018-07,V60,0.0016887786127244568,0.013380000000000059,stable,405542,72272,False,0.14158651403799913,0.07851587402779549,-0.06307064001020364
2018-07,V62,0.00406974882154759,0.02331999999999998,stable,405542,72272,False,0.14158651403799913,0.07851587402779549,-0.06307064001020364
2018-07,V65,,0.00012000000000000004,unknown,405542,72272,False,0.14158651403799913,0.07851587402779549,-0.06307064001020364
2018-07,V67,0.025793575136015958,0.02096,stable,405542,72272,False,0.14158651403799913,0.07851587402779549,-0.06307064001020364
2018-07,V68,,0.00027999999999994696,unknown,405542,72272,False,0.14158651403799913,0.07851587402779549,-0.06307064001020364
2018-07,V70,0.0010504633475563593,0.014920000000000044,stable,405542,72272,False,0.14158651403799913,0.07851587402779549,-0.06307064001020364
2018-07,V76,0.037938788074574695,0.09670000000000001,stable,394639,72708,False,0.16466496765672098,0.07295677674359301,-0.09170819091312797
2018-07,V77,0.0004794324001133841,0.010759999999999992,stable,394639,72708,False,0.16466496765672098,0.07295677674359301,-0.09170819091312797
2018-07,V80,0.0027677701527892068,0.016240000000000032,stable,394639,72708,False,0.16466496765672098,0.07295677674359301,-0.09170819091312797
2018-07,V82,6.144623302407009e-08,0.0007599999999999829,stable,394639,72708,False,0.16466496765672098,0.07295677674359301,-0.09170819091312797
2018-07,V86,0.000562097229727916,0.012479999999999936,stable,394639,72708,False,0.16466496765672098,0.07295677674359301,-0.09170819091312797
2018-07,V88,,0.0005400000000000001,unknown,394639,72708,False,0.16466496765672098,0.07295677674359301,-0.09170819091312797
2018-07,V89,,0.00046000000000001595,unknown,394639,72708,False,0.16466496765672098,0.07295677674359301,-0.09170819091312797
2018-07,V91,0.00044151507365070095,0.009579999999999922,stable,394639,72708,False,0.16466496765672098,0.07295677674359301,-0.09170819091312797
2018-07,V169,,0.0038203394625175857,unknown,116665,14140,False,0.7530544078301216,0.8197118449572868,0.06665743712716521
2018-07,V171,0.06231531065808606,0.06738661951909475,stable,116665,14140,False,0.7530544078301216,0.8197118449572868,0.06665743712716521
2018-07,V175,0.0006871865578988211,0.012271004243281425,stable,116665,14140,False,0.7530544078301216,0.8197118449572868,0.06665743712716521
2018-07,V180,0.004932073909340342,0.020358642149929218,stable,116665,14140,False,0.7530544078301216,0.8197118449572868,0.06665743712716521
2018-07,V184,,0.006406223479490825,unknown,116665,14140,False,0.7530544078301216,0.8197118449572868,0.06665743712716521
2018-07,V189,0.021116772408966724,0.04177900990099004,stable,116665,14140,False,0.7530544078301216,0.8197118449572868,0.06665743712716521
2018-07,V197,0.020401149489572886,0.03917338048090524,stable,116665,14140,False,0.7530544078301216,0.8197118449572868,0.06665743712716521
2018-07,V198,0.021116772408966724,0.03972121640735503,stable,116665,14140,False,0.7530544078301216,0.8197118449572868,0.06665743712716521
2018-07,V210,0.00021485766466521256,0.007743451202263052,stable,116665,14140,False,0.7530544078301216,0.8197118449572868,0.06665743712716521
2018-07,V209,0.0001017578649528153,0.007431881188118772,stable,116665,14140,False,0.7530544078301216,0.8197118449572868,0.06665743712716521
2018-07,V36,0.06245887423316741,0.11793999999999999,stable,332623,62312,False,0.29593465302943067,0.20550809639168685,-0.09042655663774382
2018-07,V37,5.319612708100413e-07,0.0017199999999999438,stable,332623,62312,False,0.29593465302943067,0.20550809639168685,-0.09042655663774382
2018-07,V40,0.006792184595166639,0.02742,stable,332623,62312,False,0.29593465302943067,0.20550809639168685,-0.09042655663774382
2018-07,V41,,0.00041999999999999996,unknown,332623,62312,False,0.29593465302943067,0.20550809639168685,-0.09042655663774382
2018-07,V44,0.00042903847476618553,0.00552000000000008,stable,332623,62312,False,0.29593465302943067,0.20550809639168685,-0.09042655663774382
2018-07,V47,0.00021347814759015458,0.0033400000000000096,stable,332623,62312,False,0.29593465302943067,0.20550809639168685,-0.09042655663774382
2018-07,V48,0.0022407878268981595,0.02102000000000004,stable,332623,62312,False,0.29593465302943067,0.20550809639168685,-0.09042655663774382
2018-07,V52,0.0021542679485987352,0.014859999999999984,stable,332623,62312,False,0.29593465302943067,0.20550809639168685,-0.09042655663774382
2018-07,V138,,0.015655346131471792,unknown,69704,6876,False,0.8524570731872524,0.9123294657656509,0.05987239257839849
2018-07,V139,0.017175115561195088,0.05000351367073885,stable,69704,6876,False,0.8524570731872524,0.9123294657656509,0.05987239257839849
2018-07,V142,,0.02566595695171614,unknown,69704,6876,False,0.8524570731872524,0.9123294657656509,0.05987239257839849
2018-07,V146,,0.02057204188481676,unknown,69704,6876,False,0.8524570731872524,0.9123294657656509,0.05987239257839849
2018-07,V156,0.0007629170209859145,0.012488435136707388,stable,69704,6876,False,0.8524570731872524,0.9123294657656509,0.05987239257839849
2018-07,V162,,0.03020699243746361,unknown,69704,6876,False,0.8524570731872524,0.9123294657656509,0.05987239257839849
2018-07,V324,0.04875661536670096,0.09083746624533173,stable,70021,6962,False,0.8517860771497273,0.9112329465765651,0.059446869426837745
2018-07,V323,0.0676184226315619,0.10753761562769326,stable,70021,6962,False,0.8517860771497273,0.9112329465765651,0.059446869426837745
2018-07,V325,,0.007147428899741404,unknown,70021,6962,False,0.8517860771497273,0.9112329465765651,0.059446869426837745
2018-07,V328,,0.041196828497558124,unknown,70021,6962,False,0.8517860771497273,0.9112329465765651,0.059446869426837745
2018-07,V329,0.024413504472145593,0.05152964665326065,stable,70021,6962,False,0.8517860771497273,0.9112329465765651,0.059446869426837745
2018-07,V332,0.055208918565472526,0.10753761562769326,stable,70021,6962,False,0.8517860771497273,0.9112329465765651,0.059446869426837745
2018-07,V335,,0.06696422292444704,unknown,70021,6962,False,0.8517860771497273,0.9112329465765651,0.059446869426837745
2018-07,V220,,0.005678717526658494,unknown,118020,13973,False,0.7501862701933824,0.8218411322198138,0.07165486202643145
2018-07,V221,0.07118932858607961,0.08460619051026982,stable,118020,13973,False,0.7501862701933824,0.8218411322198138,0.07165486202643145
2018-07,V234,0.00932117118568097,0.03636342517712732,stable,118020,13973,False,0.7501862701933824,0.8218411322198138,0.07165486202643145
2018-07,V238,,0.0031716209833250186,unknown,118020,13973,False,0.7501862701933824,0.8218411322198138,0.07165486202643145
2018-07,V250,0.040198157854836096,0.08460619051026982,stable,118020,13973,False,0.7501862701933824,0.8218411322198138,0.07165486202643145
2018-07,V271,,0.012878499964216639,unknown,118020,13973,False,0.7501862701933824,0.8218411322198138,0.07165486202643145
2018-07,V1,,0.0001,unknown,226459,57255,False,0.5206527076912656,0.2699859747545582,-0.2506667329367074
2018-07,V2,5.457492467096076e-06,0.009680000000000022,stable,226459,57255,False,0.5206527076912656,0.2699859747545582,-0.2506667329367074
2018-07,V3,5.457492467096076e-06,0.013219999999999898,stable,226459,57255,False,0.5206527076912656,0.2699859747545582,-0.2506667329367074
2018-07,V5,0.0003954009546769935,0.00718000000000002,stable,226459,57255,False,0.5206527076912656,0.2699859747545582,-0.2506667329367074
2018-07,V7,8.39980394219671e-05,0.007620000000000071,stable,226459,57255,False,0.5206527076912656,0.2699859747545582,-0.2506667329367074
2018-07,V8,7.11208512590555e-05,0.0027000000000000357,stable,226459,57255,False,0.5206527076912656,0.2699859747545582,-0.2506667329367074
2018-07,V10,0.0002563380387915618,0.009400000000000075,stable,226459,57255,False,0.5206527076912656,0.2699859747545582,-0.2506667329367074
2018-07,V160,1.182985403519985,0.12729999999999997,significant,69704,6915,False,0.8524570731872524,0.9118322070636237,0.05937513387637128
2018-07,V166,0.10912764656345607,0.09254510484454093,moderate,69704,6915,False,0.8524570731872524,0.9118322070636237,0.05937513387637128
2018-07,V281,,0.0041999999999999815,unknown,471496,78014,False,0.0019812375114302166,0.005304092821624379,0.003322855310194162
2018-07,V282,0.020494841791581262,0.06223999999999996,stable,471496,78014,False,0.0019812375114302166,0.005304092821624379,0.003322855310194162
2018-07,V283,0.023338817502719184,0.06169999999999998,stable,471496,78014,False,0.0019812375114302166,0.005304092821624379,0.003322855310194162
2018-07,V289,0.00019589698050845596,0.006659999999999999,stable,471496,78014,False,0.0019812375114302166,0.005304092821624379,0.003322855310194162
2018-07,V296,,0.030179999999999985,unknown,471496,78014,False,0.0019812375114302166,0.005304092821624379,0.003322855310194162
2018-07,V300,,0.0027399999999999647,unknown,471496,78014,False,0.0019812375114302166,0.005304092821624379,0.003322855310194162
2018-07,V314,0.0002881413706794224,0.009899999999999909,stable,471496,78014,False,0.0019812375114302166,0.005304092821624379,0.003322855310194162
2018-07,hour,0.010387273339100203,0.03131999999999999,stable,472432,78430,False,0.0,0.0,0.0
2018-07,day_of_week,0.018123861753099366,0.06525999999999998,stable,472432,78430,False,0.0,0.0,0.0
2018-07,amount_log,0.008586795406879986,0.020500000000000018,stable,472432,78430,False,0.0,0.0,0.0
2018-07,amount_cents,0.006757623372265036,0.036839999999999984,stable,472432,78430,False,0.0,0.0,0.0
2018-07,amount_is_round,,0.0025200000000000222,unknown,472432,78430,False,0.0,0.0,0.0
2018-07,match_true_count,0.24211361435474088,0.23200000000000004,moderate,472432,78430,False,0.0,0.0,0.0
2018-07,match_missing_count,0.2940777092726135,0.2519,significant,472432,78430,False,0.0,0.0,0.0
2018-07,screen_width,0.012755581075610768,0.02348028065893837,stable,61813,6556,False,0.8691600060961154,0.9164095371669004,0.047249531070785
2018-07,screen_height,0.011995060101907136,0.02289826723611965,stable,61813,6556,False,0.8691600060961154,0.9164095371669004,0.047249531070785
2018-07,screen_area,0.024787097248895742,0.022809066503965858,stable,61813,6556,False,0.8691600060961154,0.9164095371669004,0.047249531070785
2018-07,email_domains_match,,0.029347860098368345,unknown,105969,12809,False,0.7756947031530463,0.836682391941859,0.060987688788812666
2018-07,ProductCD_code,0.028749530848281166,0.08314000000000002,stable,472432,78430,False,0.0,0.0,0.0
2018-07,card4_code,0.000638330474287638,0.012039999999999995,stable,472432,78430,False,0.0,0.0,0.0
2018-07,card6_code,0.018087785583572963,0.029140000000000027,stable,472432,78430,False,0.0,0.0,0.0
2018-07,P_emaildomain_code,0.0026102849958861076,0.013480000000000047,stable,472432,78430,False,0.0,0.0,0.0
2018-07,R_emaildomain_code,0.014039123938774442,0.05697999999999992,stable,472432,78430,False,0.0,0.0,0.0
2018-07,M1_code,,0.23494000000000004,unknown,472432,78430,False,0.0,0.0,0.0
2018-07,M2_code,,0.23494000000000004,unknown,472432,78430,False,0.0,0.0,0.0
2018-07,M3_code,0.23696048274996212,0.23494000000000004,moderate,472432,78430,False,0.0,0.0,0.0
2018-07,M4_code,0.0039419045556895755,0.031000000000000028,stable,472432,78430,False,0.0,0.0,0.0
2018-07,M5_code,0.008063728852351838,0.04466000000000003,stable,472432,78430,False,0.0,0.0,0.0
2018-07,M6_code,0.033723064711339436,0.07948,stable,472432,78430,False,0.0,0.0,0.0
2018-07,M7_code,0.23212711138968,0.23978000000000005,moderate,472432,78430,False,0.0,0.0,0.0
2018-07,M8_code,0.232177037870573,0.2398,moderate,472432,78430,False,0.0,0.0,0.0
2018-07,M9_code,,0.2398,unknown,472432,78430,False,0.0,0.0,0.0
2018-07,id_12_code,,0.06722000000000006,unknown,472432,78430,False,0.0,0.0,0.0
2018-07,id_15_code,0.030205127182945934,0.06631999999999993,stable,472432,78430,False,0.0,0.0,0.0
2018-07,id_16_code,0.02837387055592685,0.06603999999999999,stable,472432,78430,False,0.0,0.0,0.0
2018-07,id_23_code,,0.0020000000000000018,unknown,472432,78430,False,0.0,0.0,0.0
2018-07,id_27_code,,0.0020000000000000018,unknown,472432,78430,False,0.0,0.0,0.0
2018-07,id_28_code,0.02766620535699732,0.06665999999999994,stable,472432,78430,False,0.0,0.0,0.0
