n_flagged,review_rate,threshold,frauds_caught,frauds_missed,false_alarms,recall,precision,cost_missed,cost_caught,cost_false_alarm,total_cost,savings
24013,0.20331391607681104,0.01709395450702752,3446.0,618.0,20567.0,0.8479330708661418,0.1435056011327198,101308.26299999154,74806.60730000003,102835.0,278949.87029999157,432584.4657000005
24072,0.20381345886815458,0.017052535172740423,3448.0,616.0,20624.0,0.8484251968503937,0.14323695579926887,101121.26299999154,74833.30730000004,103120.0,279074.5702999916,432459.7657000005
24131,0.2043130016594981,0.017014721945501892,3448.0,616.0,20683.0,0.8484251968503937,0.14288674319340267,101121.26299999154,74833.30730000004,103415.0,279369.5702999916,432164.7657000005
24190,0.2048125444508416,0.016965037900973107,3449.0,615.0,20741.0,0.8486712598425197,0.14257957833815627,100988.31299999158,74850.60230000003,103705.0,279543.9152999916,431990.4207000005
24249,0.2053120872421851,0.016916227215073097,3449.0,615.0,20800.0,0.8486712598425197,0.14223266938842838,100988.31299999158,74850.60230000003,104000.0,279838.9152999916,431695.4207000005
24308,0.20581163003352865,0.01687896072795966,3450.0,614.0,20858.0,0.8489173228346457,0.14192858318249135,100919.31299999158,74861.50230000004,104290.0,280070.81529999163,431463.52070000046
24367,0.20631117282487216,0.016842261318198996,3450.0,614.0,20917.0,0.8489173228346457,0.1415849304387081,100919.31299999158,74861.50230000004,104585.0,280365.81529999163,431168.52070000046
24426,0.20681071561621567,0.016801832270392454,3452.0,612.0,20974.0,0.8494094488188977,0.14132481781708017,100607.34699999157,74900.69890000005,104870.0,280378.04589999164,431156.29010000045
24485,0.20731025840755918,0.016757733073264315,3454.0,610.0,21031.0,0.8499015748031497,0.14106595875025527,100298.39699999162,74939.59390000004,105155.0,280392.99089999165,431141.34510000044
24544,0.2078098011989027,0.01671382523269253,3456.0,608.0,21088.0,0.8503937007874016,0.1408083441981747,99808.43699999165,74996.58990000002,105440.0,280245.0268999917,431289.3091000004
24603,0.20830934399024623,0.016669388229088932,3458.0,606.0,21145.0,0.8508858267716536,0.14055196520749502,99650.43699999165,75020.38990000004,105725.0,280395.8268999917,431138.5091000004
24662,0.20880888678158974,0.016621208394493662,3460.0,604.0,21202.0,0.8513779527559056,0.14029681291055066,99379.43699999165,75055.48990000003,106010.0,280444.9268999917,431089.4091000004
24721,0.20930842957293325,0.01658472547330791,3463.0,601.0,21258.0,0.8521161417322834,0.14008332996238015,99198.93899999163,75085.53970000002,106290.0,280574.47869999165,430959.85730000044
24780,0.20980797236427676,0.016540991871946405,3463.0,601.0,21317.0,0.8521161417322834,0.1397497982243745,99198.93899999163,75085.53970000002,106585.0,280869.47869999165,430664.85730000044
24839,0.21030751515562027,0.01649705788010003,3464.0,600.0,21375.0,0.8523622047244095,0.13945811022988042,99114.93899999163,75097.93970000003,106875.0,281087.8786999917,430446.4573000004
24898,0.2108070579469638,0.01645748988893741,3465.0,599.0,21433.0,0.8526082677165354,0.1391678046429432,99040.93899999163,75109.33970000004,107165.0,281315.27869999164,430219.05730000045
24957,0.21130660073830732,0.01641167449666476,3468.0,596.0,21489.0,0.8533464566929134,0.1389590094963337,98831.93899999163,75142.23970000003,107445.0,281419.17869999167,430115.1573000004
25016,0.21180614352965083,0.0163665405694583,3469.0,595.0,21547.0,0.8535925196850394,0.13867125039974415,98747.93899999163,75154.63970000003,107735.0,281637.5786999917,429896.7573000004
25075,0.21230568632099434,0.0163230587275862,3471.0,593.0,21604.0,0.8540846456692913,0.1384247258225324,98647.93899999163,75172.63970000003,108020.0,281840.5786999917,429693.7573000004
25134,0.21280522911233787,0.01628952985586148,3473.0,591.0,21661.0,0.8545767716535433,0.13817935863770192,98421.93899999163,75203.23970000003,108305.0,281930.17869999167,429604.1573000004
25193,0.21330477190368138,0.01624969935131873,3473.0,591.0,21720.0,0.8545767716535433,0.1378557535823443,98421.93899999163,75203.23970000003,108600.0,282225.17869999167,429309.1573000004
25252,0.2138043146950249,0.016212641413899248,3476.0,588.0,21776.0,0.8553149606299213,0.13765246317123397,98081.98899999168,75249.23470000003,108880.0,282211.2236999917,429323.1123000004
25311,0.2143038574863684,0.016173371481369676,3478.0,586.0,21833.0,0.8558070866141733,0.13741061198688317,97822.98899999168,75283.13470000002,109165.0,282271.12369999173,429263.21230000036
25370,0.21480340027771191,0.016132679864349686,3480.0,584.0,21890.0,0.8562992125984252,0.13716988569176192,97418.98899999168,75331.53470000002,109450.0,282200.5236999917,429333.8123000004
25429,0.21530294306905545,0.016090221596407286,3480.0,584.0,21949.0,0.8562992125984252,0.1368516260961894,97418.98899999168,75331.53470000002,109745.0,282495.5236999917,429038.8123000004
25488,0.21580248586039896,0.01603800282444981,3481.0,583.0,22007.0,0.8565452755905512,0.13657407407407407,97370.6879999917,75340.36480000002,110035.0,282746.05279999174,428788.28320000035
25547,0.21630202865174247,0.015992982984887147,3484.0,580.0,22063.0,0.8572834645669292,0.13637609112615962,96662.49699999171,75423.18390000003,110315.0,282400.68089999177,429133.6551000003
25606,0.21680157144308598,0.015960652864370692,3484.0,580.0,22122.0,0.8572834645669292,0.13606186050144498,96662.49699999171,75423.18390000003,110610.0,282695.68089999177,428838.6551000003
25665,0.2173011142344295,0.015923142681727877,3485.0,579.0,22180.0,0.8575295275590551,0.1357880381842977,96598.49699999171,75433.58390000003,110900.0,282932.08089999174,428602.25510000036
25724,0.21780065702577303,0.015889325541057406,3487.0,577.0,22237.0,0.8580216535433071,0.13555434613590422,96362.10799999174,75465.22280000002,111185.0,283012.33079999173,428522.00520000036
25783,0.21830019981711654,0.015858297482154178,3489.0,575.0,22294.0,0.858513779527559,0.13532172361633635,96156.77599999169,75493.75600000002,111470.0,283120.53199999174,428413.80400000035
25842,0.21879974260846005,0.01581393482290594,3490.0,574.0,22352.0,0.8587598425196851,0.13505146660475195,93871.82599999174,75726.25100000002,111760.0,281358.0769999918,430176.2590000003
25901,0.21929928539980356,0.01577811288343604,3490.0,574.0,22411.0,0.8587598425196851,0.1347438322844678,93871.82599999174,75726.25100000002,112055.0,281653.0769999918,429881.2590000003
25960,0.21979882819114707,0.01573547411853523,3491.0,573.0,22469.0,0.859005905511811,0.13447611710323576,92852.82599999174,75832.15100000001,112345.0,281029.97699999175,430504.35900000035
26019,0.2202983709824906,0.01569134189146574,3492.0,572.0,22527.0,0.859251968503937,0.13420961604980974,92795.85599999176,75841.84800000003,112635.0,281272.70399999176,430261.63200000033
26078,0.22079791377383412,0.015649637921688227,3493.0,571.0,22585.0,0.859498031496063,0.13394432088350333,92662.35599999176,75859.19800000002,112925.0,281446.5539999918,430087.7820000003
26137,0.22129745656517763,0.015608654446854123,3493.0,571.0,22644.0,0.859498031496063,0.13364196350001914,92662.35599999176,75859.19800000002,113220.0,281741.5539999918,429792.7820000003
26196,0.22179699935652114,0.015571613358580304,3494.0,570.0,22702.0,0.859744094488189,0.13337914185371813,92604.89499999175,75868.94410000002,113510.0,281983.8390999918,429550.4969000003
26255,0.22229654214786468,0.015535618854981274,3497.0,567.0,22758.0,0.8604822834645669,0.13319367739478194,92290.54399999173,75912.37920000002,113790.0,281992.92319999175,429541.41280000034
26314,0.2227960849392082,0.015501433001010635,3498.0,566.0,22816.0,0.8607283464566929,0.13293303944668236,92130.59399999178,75932.37420000002,114080.0,282142.9681999918,429391.3678000003
26373,0.2232956277305517,0.015459941810765944,3500.0,564.0,22873.0,0.8612204724409449,0.13271148523110757,91938.59399999178,75959.57420000002,114365.0,282263.1681999918,429271.1678000003
26432,0.2237951705218952,0.015411381272731776,3501.0,563.0,22931.0,0.8614665354330708,0.13245308716707022,91633.59399999178,75994.07420000002,114655.0,282282.6681999918,429251.6678000003
26491,0.22429471331323872,0.01537253962862412,3503.0,561.0,22988.0,0.8619586614173228,0.132233588765996,91194.64399999182,76045.96920000002,114940.0,282180.6131999919,429353.7228000002
26550,0.22479425610458226,0.0153288429841745,3504.0,560.0,23046.0,0.8622047244094488,0.1319774011299435,91052.64399999182,76064.1692,115230.0,282346.8131999918,429187.52280000027
26609,0.22529379889592577,0.015289622062054805,3507.0,557.0,23102.0,0.8629429133858267,0.1317975121199594,90498.74399999192,76131.5592,115510.0,282140.30319999193,429394.03280000016
26668,0.22579334168726928,0.015252849280050905,3507.0,557.0,23161.0,0.8629429133858267,0.13150592470376482,90498.74399999192,76131.5592,115805.0,282435.30319999193,429099.03280000016
26727,0.2262928844786128,0.015211488910226714,3507.0,557.0,23220.0,0.8629429133858267,0.13121562464923112,90498.74399999192,76131.5592,116100.0,282730.30319999193,428804.03280000016
26786,0.2267924272699563,0.015181913004999032,3508.0,556.0,23278.0,0.8631889763779528,0.13096393638467857,90448.74399999192,76140.5592,116390.0,282979.30319999193,428555.03280000016
26845,0.22729197006129984,0.015138327201951938,3510.0,554.0,23335.0,0.8636811023622047,0.13075060532687652,90231.79399999196,76170.2542,116675.0,283077.0481999919,428457.28780000017
26904,0.22779151285264335,0.015104176121891954,3510.0,554.0,23394.0,0.8636811023622047,0.13046387154326494,90231.79399999196,76170.2542,116970.0,283372.0481999919,428162.28780000017
26963,0.22829105564398686,0.015069979358430055,3512.0,552.0,23451.0,0.8641732283464567,0.13025256833438414,89985.84399999201,76202.8492,117255.0,283443.693199992,428090.6428000001
27022,0.22879059843533037,0.015034432123546946,3514.0,550.0,23508.0,0.8646653543307087,0.13004218784693952,89680.34399999201,76241.39919999999,117540.0,283461.743199992,428072.5928000001
27081,0.2292901412266739,0.014999750085674389,3516.0,548.0,23565.0,0.8651574803149606,0.129832724050072,89546.43299999204,76262.7903,117825.0,283634.22329999204,427900.11270000006
27140,0.22978968401801741,0.01496912697566987,3517.0,547.0,23623.0,0.8654035433070866,0.12958732498157702,89269.48299999209,76294.48529999999,118115.0,283678.9682999921,427855.3677
27199,0.23028922680936093,0.0149279844507622,3519.0,545.0,23680.0,0.8658956692913385,0.12937975660869885,89100.48299999209,76319.3853,118400.0,283819.86829999206,427714.46770000004
27258,0.23078876960070444,0.014898845698232317,3523.0,541.0,23735.0,0.8668799212598425,0.12924645975493432,88805.98299999209,76364.83529999998,118675.0,283845.81829999207,427688.5177
27317,0.23128831239204795,0.014868129700038743,3524.0,540.0,23793.0,0.8671259842519685,0.12900391697477762,88630.98299999209,76386.33529999998,118965.0,283982.31829999207,427552.0177
27376,0.23178785518339148,0.014836204249442085,3525.0,539.0,23851.0,0.8673720472440944,0.12876241963763882,88547.98299999209,76398.6353,119255.0,284201.61829999206,427332.71770000004
27435,0.232287397974735,0.014803834636054168,3526.0,538.0,23909.0,0.8676181102362205,0.12852196099872426,88366.98299999209,76420.73529999999,119545.0,284332.7182999921,427201.6177
27494,0.2327869407660785,0.01476437295615406,3527.0,537.0,23967.0,0.8678641732283464,0.12828253437113551,88233.03299999214,76438.13029999999,119835.0,284506.1632999921,427028.1727
27553,0.23328648355742201,0.014723303001836378,3530.0,534.0,24023.0,0.8686023622047244,0.12811672050230466,87981.08299999218,76475.32529999997,120115.0,284571.40829999215,426962.92769999994
27612,0.23378602634876552,0.014687797512745153,3533.0,531.0,24079.0,0.8693405511811023,0.12795161523975082,87762.08299999218,76509.22529999998,120395.0,284666.3082999922,426868.0276999999
27671,0.23428556914010906,0.014655805178860557,3534.0,530.0,24137.0,0.8695866141732284,0.12771493621480973,87629.13299999223,76526.52029999997,120685.0,284840.6532999922,426693.6826999999
27730,0.23478511193145257,0.014618017749694377,3534.0,530.0,24196.0,0.8695866141732284,0.1274432023079697,87629.13299999223,76526.52029999997,120980.0,285135.6532999922,426398.6826999999
27789,0.23528465472279608,0.014578744203885361,3534.0,530.0,24255.0,0.8695866141732284,0.12717262226060672,87629.13299999223,76526.52029999997,121275.0,285430.6532999922,426103.6826999999
27848,0.2357841975141396,0.014539132795500443,3534.0,530.0,24314.0,0.8695866141732284,0.12690318873886813,87629.13299999223,76526.52029999997,121570.0,285725.6532999922,425808.6826999999
27907,0.23628374030548313,0.014507856899372768,3536.0,528.0,24371.0,0.8700787401574803,0.12670656107786576,87354.18299999228,76562.01529999997,121855.0,285771.19829999225,425763.13769999985
27966,0.23678328309682664,0.014462100801271345,3538.0,526.0,24428.0,0.8705708661417323,0.12651076306944145,87109.23299999232,76594.51029999997,122140.0,285843.7432999923,425690.5926999998
28025,0.23728282588817015,0.014426301733321283,3539.0,525.0,24486.0,0.8708169291338582,0.1262801070472792,87064.23299999232,76603.01029999997,122430.0,286097.2432999923,425437.0926999998
28084,0.23778236867951366,0.014390019223558242,3540.0,524.0,24544.0,0.8710629921259843,0.12605042016806722,86789.23299999232,76634.51029999997,122720.0,286143.7432999923,425390.5926999998
28143,0.23828191147085717,0.014354440970076049,3540.0,524.0,24603.0,0.8710629921259843,0.12578616352201258,86789.23299999232,76634.51029999997,123015.0,286438.7432999923,425095.5926999998
28202,0.2387814542622007,0.014322777444958707,3542.0,522.0,24660.0,0.8715551181102362,0.1255939295085455,86653.24299999233,76656.10929999995,123300.0,286609.3522999923,424924.9836999998
28261,0.23928099705354422,0.014288493700534356,3542.0,522.0,24719.0,0.8715551181102362,0.12533172923817273,86653.24299999233,76656.10929999995,123595.0,286904.3522999923,424629.9836999998
28320,0.23978053984488773,0.014251740834321833,3545.0,519.0,24775.0,0.8722933070866141,0.1251765536723164,86267.29299999238,76706.70429999995,123875.0,286848.99729999236,424685.33869999973
28379,0.24028008263623124,0.0142295262700896,3545.0,519.0,24834.0,0.8722933070866141,0.12491631135698933,86267.29299999238,76706.70429999995,124170.0,287143.99729999236,424390.33869999973
28438,0.24077962542757475,0.01419580035155737,3545.0,519.0,24893.0,0.8722933070866141,0.12465714888529432,86267.29299999238,76706.70429999995,124465.0,287438.99729999236,424095.33869999973
28497,0.2412791682189183,0.014161641227417672,3547.0,517.0,24950.0,0.8727854330708661,0.1244692423763905,86150.91499999235,76726.34209999995,124750.0,287627.2570999923,423907.0788999998
28556,0.2417787110102618,0.01412503307925398,3548.0,516.0,25008.0,0.8730314960629921,0.12424709343045244,85912.91499999235,76754.14209999997,125040.0,287707.0570999923,423827.2788999998
28615,0.2422782538016053,0.014084478899296989,3549.0,515.0,25066.0,0.8732775590551181,0.12402586056264198,85828.91499999235,76766.54209999996,125330.0,287925.4570999923,423608.8788999998
28674,0.24277779659294882,0.014053506629442956,3551.0,513.0,25123.0,0.87376968503937,0.12384041291762572,85380.40099999239,76819.39349999995,125615.0,287814.79449999233,423719.54149999976
28733,0.24327733938429233,0.014013993171020927,3553.0,511.0,25180.0,0.874261811023622,0.12365572686458079,84914.89899999241,76873.94369999995,125900.0,287688.84269999235,423845.49329999974
28792,0.24377688217563587,0.013983616890032887,3553.0,511.0,25239.0,0.874261811023622,0.12340233398166157,84914.89899999241,76873.94369999995,126195.0,287983.84269999235,423550.49329999974
28851,0.24427642496697938,0.013949281373965026,3553.0,511.0,25298.0,0.874261811023622,0.12314997747045163,84914.89899999241,76873.94369999995,126490.0,288278.84269999235,423255.49329999974
28910,0.2447759677583229,0.013915792774097555,3553.0,511.0,25357.0,0.874261811023622,0.12289865098581805,84914.89899999241,76873.94369999995,126785.0,288573.84269999235,422960.49329999974
28969,0.2452755105496664,0.013884495727621751,3553.0,511.0,25416.0,0.874261811023622,0.12264834823431944,84914.89899999241,76873.94369999995,127080.0,288868.84269999235,422665.49329999974
29028,0.24577505334100994,0.013852624064005812,3553.0,511.0,25475.0,0.874261811023622,0.12239906297368058,84914.89899999241,76873.94369999995,127375.0,289163.84269999235,422370.49329999974
29087,0.24627459613235345,0.013815197238918508,3554.0,510.0,25533.0,0.874507874015748,0.12218516863203494,84849.89899999241,76884.44369999995,127665.0,289399.34269999235,422134.99329999974
29146,0.24677413892369696,0.013777734541873261,3554.0,510.0,25592.0,0.874507874015748,0.12193783023399438,84849.89899999241,76884.44369999995,127960.0,289694.34269999235,421839.99329999974
29205,0.24727368171504047,0.013747088949677572,3556.0,508.0,25649.0,0.875,0.12175997260743024,84527.17399999243,76924.71619999995,128245.0,289696.8901999924,421837.4457999997
29264,0.24777322450638398,0.013713219013623885,3557.0,507.0,25707.0,0.875246062992126,0.1215486604702023,84393.22399999248,76942.11119999996,128535.0,289870.3351999924,421664.0007999997
29323,0.24827276729772751,0.013682741533288302,3559.0,505.0,25764.0,0.875738188976378,0.12137230160624765,84152.76099999249,76974.15749999994,128820.0,289946.91849999246,421587.41749999963
29382,0.24877231008907102,0.013651361063789095,3559.0,505.0,25823.0,0.875738188976378,0.12112858212511061,84152.76099999249,76974.15749999994,129115.0,290241.91849999246,421292.41749999963
29441,0.24927185288041454,0.013609490866903981,3559.0,505.0,25882.0,0.875738188976378,0.1208858394755613,84152.76099999249,76974.15749999994,129410.0,290536.91849999246,420997.41749999963
29500,0.24977139567175805,0.013580312459315876,3559.0,505.0,25941.0,0.875738188976378,0.12064406779661017,84152.76099999249,76974.15749999994,129705.0,290831.91849999246,420702.41749999963
29559,0.25027093846310156,0.013551546731648685,3559.0,505.0,26000.0,0.875738188976378,0.12040326127406205,84152.76099999249,76974.15749999994,130000.0,291126.91849999246,420407.41749999963
29618,0.25077048125444507,0.01351702551465427,3561.0,503.0,26057.0,0.87623031496063,0.12023094064420285,82937.76099999249,77103.65749999994,130285.0,290326.41849999246,421207.91749999963
29677,0.2512700240457886,0.013477570086869456,3562.0,502.0,26115.0,0.8764763779527559,0.12002560905751929,82804.81099999254,77120.95249999994,130575.0,290500.7634999925,421033.5724999996
29736,0.25176956683713214,0.013437973628466854,3562.0,502.0,26174.0,0.8764763779527559,0.11978746300780199,82804.81099999254,77120.95249999994,130870.0,290795.7634999925,420738.5724999996
29795,0.25226910962847565,0.013409500669216505,3563.0,501.0,26232.0,0.8767224409448819,0.11958382278905856,82573.81099999254,77148.05249999993,131160.0,290881.86349999247,420652.4724999996
29854,0.25276865241981916,0.013380685539295984,3565.0,499.0,26289.0,0.8772145669291339,0.11941448382126348,82367.75799999258,77176.65779999993,131445.0,290989.4157999925,420544.9201999996
29913,0.25326819521116267,0.013348393484573385,3569.0,495.0,26344.0,0.8781988188976378,0.11931267341958346,80584.87099999259,77370.94649999993,131720.0,289675.81749999255,421858.51849999954
29972,0.2537677380025062,0.013319600431079095,3572.0,492.0,26400.0,0.8789370078740157,0.11917789937274789,79135.92099999264,77527.84149999992,132000.0,288663.76249999256,422870.57349999953
30031,0.2542672807938497,0.013291453084523407,3574.0,490.0,26457.0,0.8794291338582677,0.11901035596550232,78912.69099999266,77558.16449999993,132285.0,288755.8554999926,422778.4804999995
30090,0.2547668235851932,0.013264774615747496,3574.0,490.0,26516.0,0.8794291338582677,0.11877700232635427,78912.69099999266,77558.16449999993,132580.0,289050.8554999926,422483.4804999995
30149,0.2552663663765367,0.013240430331436763,3575.0,489.0,26574.0,0.8796751968503937,0.1185777306046635,78747.7409999927,77578.65949999992,132870.0,289196.40049999265,422337.93549999944
30208,0.2557659091678802,0.013215505739301563,3576.0,488.0,26632.0,0.8799212598425197,0.1183792372881356,78707.7409999927,77586.65949999992,133160.0,289454.40049999265,422079.93549999944
30267,0.2562654519592238,0.013194419815393155,3576.0,488.0,26691.0,0.8799212598425197,0.11814847854098523,78707.7409999927,77586.65949999992,133455.0,289749.40049999265,421784.93549999944
30326,0.2567649947505673,0.01317139644743314,3576.0,488.0,26750.0,0.8799212598425197,0.11791861768779266,78707.7409999927,77586.65949999992,133750.0,290044.40049999265,421489.93549999944
30385,0.2572645375419108,0.01314022755365852,3579.0,485.0,26806.0,0.8806594488188977,0.11778838242553892,78193.79099999275,77650.05449999991,134030.0,289873.84549999266,421660.49049999943
30444,0.2577640803332543,0.013114976829504273,3581.0,483.0,26863.0,0.8811515748031497,0.11762580475627381,76899.8409999928,77787.44949999992,134315.0,289002.2904999927,422532.04549999937
30503,0.25826362312459783,0.013089095839953678,3582.0,482.0,26921.0,0.8813976377952756,0.117431072353539,76845.8409999928,77796.84949999992,134605.0,289247.6904999927,422286.6454999994
30562,0.25876316591594134,0.013057320144674018,3582.0,482.0,26980.0,0.8813976377952756,0.11720437144165957,76845.8409999928,77796.84949999992,134900.0,289542.6904999927,421991.6454999994
30621,0.25926270870728485,0.013029892054410774,3585.0,479.0,27036.0,0.8821358267716536,0.11707651611639071,76574.76199999289,77835.9573999999,135180.0,289590.7193999928,421943.6165999993
30680,0.25976225149862836,0.012999550159242033,3587.0,477.0,27093.0,0.8826279527559056,0.11691655801825293,76372.71799999289,77864.16179999991,135465.0,289701.8797999928,421832.4561999993
30739,0.26026179428997187,0.012964748026793073,3587.0,477.0,27152.0,0.8826279527559056,0.11669215003741176,76372.71799999289,77864.16179999991,135760.0,289996.8797999928,421537.4561999993
30798,0.2607613370813154,0.012930299201613173,3589.0,475.0,27209.0,0.8831200787401575,0.116533541139035,76163.70899999293,77893.0626999999,136045.0,290101.7716999928,421432.56429999927
30857,0.26126087987265895,0.012902616731387897,3589.0,475.0,27268.0,0.8831200787401575,0.11631072366075769,76163.70899999293,77893.0626999999,136340.0,290396.7716999928,421137.56429999927
30916,0.26176042266400246,0.012876219738070536,3589.0,475.0,27327.0,0.8831200787401575,0.11608875663087075,76163.70899999293,77893.0626999999,136635.0,290691.7716999928,420842.56429999927
30975,0.26225996545534597,0.012849087193922843,3589.0,475.0,27386.0,0.8831200787401575,0.11586763518966908,76163.70899999293,77893.0626999999,136930.0,290986.7716999928,420547.56429999927
31034,0.2627595082466895,0.012818581972726818,3590.0,474.0,27444.0,0.8833661417322834,0.11567957723786815,76030.75899999298,77910.3576999999,137220.0,291161.1166999929,420373.2192999992
31093,0.263259051038033,0.012790314753356706,3591.0,473.0,27502.0,0.8836122047244095,0.1154922329784839,75986.69999999297,77918.76359999989,137510.0,291415.46359999286,420118.87239999924
31152,0.2637585938293765,0.012769133388147717,3591.0,473.0,27561.0,0.8836122047244095,0.11527349768875192,75986.69999999297,77918.76359999989,137805.0,291710.46359999286,419823.87239999924
31211,0.26425813662072,0.012737889017811341,3592.0,472.0,27619.0,0.8838582677165354,0.11508762936144308,75852.74999999302,77936.1585999999,138095.0,291883.9085999929,419650.4273999992
31270,0.2647576794120635,0.012710735349178725,3592.0,472.0,27678.0,0.8838582677165354,0.1148704828909498,75852.74999999302,77936.1585999999,138390.0,292178.9085999929,419355.4273999992
31329,0.26525722220340703,0.012681403211103545,3593.0,471.0,27736.0,0.8841043307086615,0.11468607360592423,75750.74999999302,77950.35859999989,138680.0,292381.10859999293,419153.22739999916
31388,0.2657567649947506,0.012655307824108415,3593.0,471.0,27795.0,0.8841043307086615,0.1144704982795973,75750.74999999302,77950.35859999989,138975.0,292676.10859999293,418858.22739999916
31447,0.2662563077860941,0.012627951226068773,3593.0,471.0,27854.0,0.8841043307086615,0.11425573186631476,75750.74999999302,77950.35859999989,139270.0,292971.10859999293,418563.22739999916
31506,0.2667558505774376,0.012602972181008126,3594.0,470.0,27912.0,0.8843503937007874,0.11407350980765568,75675.74999999302,77961.85859999989,139560.0,293197.60859999293,418336.72739999916
31565,0.2672553933687811,0.012573186752557574,3596.0,468.0,27969.0,0.8848425196850394,0.11392364961191193,75553.92099999299,77982.0414999999,139845.0,293380.9624999929,418153.3734999992
31624,0.26775493616012463,0.01254655949766958,3597.0,467.0,28027.0,0.8850885826771654,0.11374272704275235,75420.97099999303,77999.33649999989,140135.0,293555.3074999929,417979.0284999992
31683,0.26825447895146814,0.012513535658694869,3597.0,467.0,28086.0,0.8850885826771654,0.1135309156329893,75420.97099999303,77999.33649999989,140430.0,293850.3074999929,417684.0284999992
31742,0.26875402174281166,0.012486476102169542,3598.0,466.0,28144.0,0.8853346456692913,0.11335139562724467,75351.97099999303,78010.23649999988,140720.0,294082.2074999929,417452.1284999992
31801,0.26925356453415517,0.012462715114277748,3600.0,464.0,28201.0,0.8858267716535433,0.11320398729599698,75254.97099999303,78027.9364999999,141005.0,294287.9074999929,417246.42849999917
31860,0.2697531073254987,0.012433722401485447,3604.0,460.0,28256.0,0.8868110236220472,0.11311989956057752,74515.52099999308,78117.88149999989,141280.0,293913.402499993,417620.9334999991
31919,0.2702526501168422,0.012407079622174029,3605.0,459.0,28314.0,0.8870570866141733,0.11294213477865848,74461.52099999308,78127.2814999999,141570.0,294158.802499993,417375.5334999991
31978,0.27075219290818575,0.012377142894589957,3606.0,458.0,28372.0,0.8873031496062992,0.1127650259553443,74361.52099999308,78141.2814999999,141860.0,294362.802499993,417171.5334999991
32037,0.27125173569952926,0.012348178780831822,3607.0,457.0,28430.0,0.8875492125984252,0.1125885694665543,74297.52099999308,78151.68149999989,142150.0,294599.20249999297,416935.1334999991
32096,0.27175127849087277,0.012318402298447748,3609.0,455.0,28487.0,0.8880413385826772,0.1124439182452642,74126.52099999308,78176.7814999999,142435.0,294738.302499993,416796.0334999991
32155,0.2722508212822163,0.01229138832313086,3612.0,452.0,28543.0,0.8887795275590551,0.11233089721660706,73519.9379999931,78249.43979999988,142715.0,294484.377799993,417049.9581999991
32214,0.2727503640735598,0.012268348704041627,3613.0,451.0,28601.0,0.8890255905511811,0.11215620537654436,73402.9379999931,78265.13979999989,143005.0,294673.077799993,416861.2581999991
32273,0.2732499068649033,0.012242534056389308,3614.0,450.0,28659.0,0.8892716535433071,0.111982152263502,73294.4379999931,78279.9897999999,143295.0,294869.42779999296,416664.90819999913
32332,0.2737494496562468,0.012222722957460045,3615.0,449.0,28717.0,0.8895177165354331,0.1118087343807992,73161.48799999314,78297.28479999988,143585.0,295043.77279999305,416490.56319999904
32391,0.2742489924475903,0.012196349494819118,3615.0,449.0,28776.0,0.8895177165354331,0.11160507548393073,73161.48799999314,78297.28479999988,143880.0,295338.77279999305,416195.56319999904
32450,0.27474853523893383,0.012172257300380431,3616.0,448.0,28834.0,0.889763779527559,0.11143297380585516,73118.47399999318,78305.58619999987,144170.0,295594.0601999931,415940.275799999
32509,0.2752480780302774,0.012143448895132537,3618.0,446.0,28891.0,0.890255905511811,0.11129225752868437,72766.52399999322,78348.78119999988,144455.0,295570.3051999931,415964.030799999
32568,0.2757476208216209,0.01211608682963169,3619.0,445.0,28949.0,0.890501968503937,0.11112134610660772,72624.52399999322,78366.98119999986,144745.0,295736.5051999931,415797.830799999
32627,0.2762471636129644,0.012090371302847226,3619.0,445.0,29008.0,0.890501968503937,0.11092040334692126,72624.52399999322,78366.98119999986,145040.0,296031.5051999931,415502.830799999
32686,0.27674670640430793,0.012065832231158386,3619.0,445.0,29067.0,0.890501968503937,0.11072018601236003,72624.52399999322,78366.98119999986,145335.0,296326.5051999931,415207.830799999
32745,0.27724624919565144,0.012044281296848302,3619.0,445.0,29126.0,0.890501968503937,0.11052069018170713,72624.52399999322,78366.98119999986,145630.0,296621.5051999931,414912.830799999
32804,0.27774579198699495,0.01202324065291205,3619.0,445.0,29185.0,0.890501968503937,0.11032191196195586,72624.52399999322,78366.98119999986,145925.0,296916.5051999931,414617.830799999
32863,0.27824533477833846,0.011999115989722507,3619.0,445.0,29244.0,0.890501968503937,0.11012384748805648,72624.52399999322,78366.98119999986,146220.0,297211.5051999931,414322.830799999
32922,0.27874487756968197,0.011977942316793838,3619.0,445.0,29303.0,0.890501968503937,0.1099264929226657,72624.52399999322,78366.98119999986,146515.0,297506.5051999931,414027.830799999
32981,0.2792444203610255,0.011951769743344897,3620.0,444.0,29361.0,0.890748031496063,0.1097601649434523,72550.52399999322,78378.38119999987,146805.0,297733.9051999931,413800.430799999
33040,0.279743963152369,0.011924612818549523,3622.0,442.0,29418.0,0.8912401574803149,0.10962469733656174,72301.52399999322,78411.28119999988,147090.0,297802.8051999931,413731.530799999
33099,0.28024350594371256,0.011899518358004176,3624.0,440.0,29475.0,0.8917322834645669,0.10948971268014139,72096.52399999322,78439.78119999988,147375.0,297911.3051999931,413623.030799999
