n_flagged,review_rate,threshold,frauds_caught,frauds_missed,false_alarms,recall,precision,cost_missed,cost_caught,cost_false_alarm,total_cost,savings
94813,0.8027652656890304,0.0018774675491822859,4004.0,60.0,90809.0,0.985236220472441,0.04223049581808402,5586.080999998958,86610.8254999993,454045.0,546241.9064999983,165292.4294999938
94872,0.8032648084803738,0.0018728860370095632,4004.0,60.0,90868.0,0.985236220472441,0.04220423307192849,5586.080999998958,86610.8254999993,454340.0,546536.9064999983,164997.4294999938
94931,0.8037643512717174,0.001867989868569019,4004.0,60.0,90927.0,0.985236220472441,0.04217800297057863,5586.080999998958,86610.8254999993,454635.0,546831.9064999983,164702.4294999938
94990,0.804263894063061,0.0018631179553700123,4004.0,60.0,90986.0,0.985236220472441,0.0421518054532056,5586.080999998958,86610.8254999993,454930.0,547126.9064999983,164407.4294999938
95049,0.8047634368544044,0.0018590754732941952,4004.0,60.0,91045.0,0.985236220472441,0.04212564045913161,5586.080999998958,86610.8254999993,455225.0,547421.9064999983,164112.4294999938
95108,0.805262979645748,0.0018549523665897178,4004.0,60.0,91104.0,0.985236220472441,0.04209950792782941,5586.080999998958,86610.8254999993,455520.0,547716.9064999983,163817.4294999938
95167,0.8057625224370915,0.0018498900488463893,4004.0,60.0,91163.0,0.985236220472441,0.042073407798921894,5586.080999998958,86610.8254999993,455815.0,548011.9064999983,163522.4294999938
95226,0.806262065228435,0.0018456727684057687,4004.0,60.0,91222.0,0.985236220472441,0.04204734001218155,5586.080999998958,86610.8254999993,456110.0,548306.9064999983,163227.4294999938
95285,0.8067616080197785,0.0018410416795233318,4004.0,60.0,91281.0,0.985236220472441,0.04202130450753004,5586.080999998958,86610.8254999993,456405.0,548601.9064999983,162932.4294999938
95344,0.807261150811122,0.001835885318106602,4005.0,59.0,91339.0,0.9854822834645669,0.04200578956200705,5511.8969999989495,86622.2438999993,456695.0,548829.1408999983,162705.19509999384
95403,0.8077606936024655,0.001831541304486755,4005.0,59.0,91398.0,0.9854822834645669,0.041979811955598884,5511.8969999989495,86622.2438999993,456990.0,549124.1408999983,162410.19509999384
95462,0.8082602363938091,0.0018280294486811542,4005.0,59.0,91457.0,0.9854822834645669,0.04195386645995265,5511.8969999989495,86622.2438999993,457285.0,549419.1408999983,162115.19509999384
95521,0.8087597791851526,0.0018228103288093294,4006.0,58.0,91515.0,0.9857283464566929,0.041938421917693494,5456.8969999989495,86631.7438999993,457575.0,549663.6408999983,161870.69509999384
95580,0.8092593219764961,0.00181720633208298,4006.0,58.0,91574.0,0.9857283464566929,0.041912534002929484,5456.8969999989495,86631.7438999993,457870.0,549958.6408999983,161575.69509999384
95639,0.8097588647678396,0.0018122723355446448,4006.0,58.0,91633.0,0.9857283464566929,0.04188667802883761,5456.8969999989495,86631.7438999993,458165.0,550253.6408999983,161280.69509999384
95698,0.8102584075591831,0.0018091464234257794,4006.0,58.0,91692.0,0.9857283464566929,0.04186085393634141,5456.8969999989495,86631.7438999993,458460.0,550548.6408999983,160985.69509999384
95757,0.8107579503505267,0.0018055862369863922,4006.0,58.0,91751.0,0.9857283464566929,0.04183506166651002,5456.8969999989495,86631.7438999993,458755.0,550843.6408999983,160690.69509999384
95816,0.8112574931418701,0.0018012396969876244,4007.0,57.0,91809.0,0.9859744094488189,0.041819737830842446,5403.80099999893,86641.0534999993,459045.0,551089.8544999983,160444.48149999382
95875,0.8117570359332137,0.001797640794437882,4007.0,57.0,91868.0,0.9859744094488189,0.04179400260756193,5403.80099999893,86641.0534999993,459340.0,551384.8544999983,160149.48149999382
95934,0.8122565787245571,0.0017938739274188217,4007.0,57.0,91927.0,0.9859744094488189,0.04176829903892259,5403.80099999893,86641.0534999993,459635.0,551679.8544999983,159854.48149999382
95993,0.8127561215159007,0.0017895832887069312,4007.0,57.0,91986.0,0.9859744094488189,0.04174262706655694,5403.80099999893,86641.0534999993,459930.0,551974.8544999983,159559.48149999382
96052,0.8132556643072442,0.0017850040718813158,4008.0,56.0,92044.0,0.9862204724409449,0.04172739765960105,5269.8509999989765,86658.4484999993,460220.0,552148.2994999983,159386.03649999376
96111,0.8137552070985877,0.0017804879063990516,4008.0,56.0,92103.0,0.9862204724409449,0.04170178231419921,5269.8509999989765,86658.4484999993,460515.0,552443.2994999983,159091.03649999376
96170,0.8142547498899313,0.0017768760716381175,4008.0,56.0,92162.0,0.9862204724409449,0.041676198398669026,5269.8509999989765,86658.4484999993,460810.0,552738.2994999983,158796.03649999376
96229,0.8147542926812747,0.0017721089638632792,4008.0,56.0,92221.0,0.9862204724409449,0.04165064585519958,5269.8509999989765,86658.4484999993,461105.0,553033.2994999983,158501.03649999376
96288,0.8152538354726183,0.001767669546436177,4008.0,56.0,92280.0,0.9862204724409449,0.04162512462612163,5269.8509999989765,86658.4484999993,461400.0,553328.2994999983,158206.03649999376
96347,0.8157533782639618,0.0017621298022886095,4008.0,56.0,92339.0,0.9862204724409449,0.04159963465390723,5269.8509999989765,86658.4484999993,461695.0,553623.2994999983,157911.03649999376
96406,0.8162529210553053,0.0017580167339260422,4008.0,56.0,92398.0,0.9862204724409449,0.04157417588116922,5269.8509999989765,86658.4484999993,461990.0,553918.2994999983,157616.03649999376
96465,0.8167524638466488,0.0017534665643022841,4008.0,56.0,92457.0,0.9862204724409449,0.041548748250660864,5269.8509999989765,86658.4484999993,462285.0,554213.2994999983,157321.03649999376
96524,0.8172520066379924,0.0017503706422921502,4008.0,56.0,92516.0,0.9862204724409449,0.04152335170527537,5269.8509999989765,86658.4484999993,462580.0,554508.2994999983,157026.03649999376
96583,0.8177515494293358,0.0017456047873882496,4008.0,56.0,92575.0,0.9862204724409449,0.04149798618804552,5269.8509999989765,86658.4484999993,462875.0,554803.2994999983,156731.03649999376
96642,0.8182510922206794,0.001740472880438814,4008.0,56.0,92634.0,0.9862204724409449,0.041472651642143164,5269.8509999989765,86658.4484999993,463170.0,555098.2994999983,156436.03649999376
96701,0.8187506350120229,0.001737108184960985,4008.0,56.0,92693.0,0.9862204724409449,0.0414473480108789,5269.8509999989765,86658.4484999993,463465.0,555393.2994999983,156141.03649999376
96760,0.8192501778033664,0.0017327652234415244,4008.0,56.0,92752.0,0.9862204724409449,0.04142207523770153,5269.8509999989765,86658.4484999993,463760.0,555688.2994999983,155846.03649999376
96819,0.81974972059471,0.0017283101192302037,4008.0,56.0,92811.0,0.9862204724409449,0.04139683326619775,5269.8509999989765,86658.4484999993,464055.0,555983.2994999983,155551.03649999376
96878,0.8202492633860534,0.0017250957250800835,4008.0,56.0,92870.0,0.9862204724409449,0.04137162204009166,5269.8509999989765,86658.4484999993,464350.0,556278.2994999983,155256.03649999376
96937,0.820748806177397,0.001721272238199489,4008.0,56.0,92929.0,0.9862204724409449,0.041346441503244374,5269.8509999989765,86658.4484999993,464645.0,556573.2994999983,154961.03649999376
96996,0.8212483489687404,0.00171753604859968,4008.0,56.0,92988.0,0.9862204724409449,0.041321291599653594,5269.8509999989765,86658.4484999993,464940.0,556868.2994999983,154666.03649999376
97055,0.821747891760084,0.001713066807872659,4010.0,54.0,93045.0,0.9867125984251969,0.04131677914584514,5144.8509999989765,86678.9484999993,465225.0,557048.7994999983,154485.53649999376
97114,0.8222474345514275,0.001708458022652887,4010.0,54.0,93104.0,0.9867125984251969,0.04129167782194122,5144.8509999989765,86678.9484999993,465520.0,557343.7994999983,154190.53649999376
97173,0.822746977342771,0.001704324815110192,4010.0,54.0,93163.0,0.9867125984251969,0.041266606979304954,5144.8509999989765,86678.9484999993,465815.0,557638.7994999983,153895.53649999376
97232,0.8232465201341146,0.001700003130592258,4011.0,53.0,93221.0,0.9869586614173228,0.04125185124238934,5069.8509999989765,86690.4484999993,466105.0,557865.2994999983,153669.03649999376
97291,0.823746062925458,0.0016965397364250825,4011.0,53.0,93280.0,0.9869586614173228,0.041226834959040407,5069.8509999989765,86690.4484999993,466400.0,558160.2994999983,153374.03649999376
97350,0.8242456057168016,0.0016922267525874633,4012.0,52.0,93338.0,0.9872047244094488,0.041212121212121214,5019.8509999989765,86699.4484999993,466690.0,558409.2994999983,153125.03649999376
97409,0.8247451485081451,0.0016886355083438234,4013.0,51.0,93396.0,0.9874507874015748,0.04119742528924432,4967.900999999023,86708.64349999929,466980.0,558656.5444999983,152877.79149999376
97468,0.8252446912994886,0.0016833197908429488,4014.0,50.0,93454.0,0.9876968503937008,0.04118274715804161,4912.95099999907,86718.13849999929,467270.0,558901.0894999984,152633.24649999372
97527,0.8257442340908321,0.001679791291731422,4014.0,50.0,93513.0,0.9876968503937008,0.04115783321541727,4912.95099999907,86718.13849999929,467565.0,559196.0894999984,152338.24649999372
97586,0.8262437768821757,0.0016757140325337353,4014.0,50.0,93572.0,0.9876968503937008,0.04113294939847929,4912.95099999907,86718.13849999929,467860.0,559491.0894999984,152043.24649999372
97645,0.8267433196735191,0.0016712117109832576,4014.0,50.0,93631.0,0.9876968503937008,0.041108095652619185,4912.95099999907,86718.13849999929,468155.0,559786.0894999984,151748.24649999372
97704,0.8272428624648627,0.0016672616005915825,4014.0,50.0,93690.0,0.9876968503937008,0.04108327192336035,4912.95099999907,86718.13849999929,468450.0,560081.0894999984,151453.24649999372
97763,0.8277424052562062,0.001662610391919327,4014.0,50.0,93749.0,0.9876968503937008,0.04105847815635772,4912.95099999907,86718.13849999929,468745.0,560376.0894999984,151158.24649999372
97822,0.8282419480475497,0.001659132425905143,4014.0,50.0,93808.0,0.9876968503937008,0.041033714297397314,4912.95099999907,86718.13849999929,469040.0,560671.0894999984,150863.24649999372
97881,0.8287414908388933,0.001655206692703745,4015.0,49.0,93866.0,0.9879429133858267,0.04101919677976318,4637.95099999907,86749.63849999929,469330.0,560717.5894999984,150816.74649999372
97940,0.8292410336302367,0.0016506182271774567,4015.0,49.0,93925.0,0.9879429133858267,0.0409944864202573,4637.95099999907,86749.63849999929,469625.0,561012.5894999984,150521.74649999372
97999,0.8297405764215803,0.0016458760357419772,4015.0,49.0,93984.0,0.9879429133858267,0.04096980581434505,4637.95099999907,86749.63849999929,469920.0,561307.5894999984,150226.74649999372
98058,0.8302401192129237,0.0016424984132678612,4015.0,49.0,94043.0,0.9879429133858267,0.04094515490831956,4637.95099999907,86749.63849999929,470215.0,561602.5894999984,149931.74649999372
98117,0.8307396620042673,0.001638528700870828,4015.0,49.0,94102.0,0.9879429133858267,0.0409205336486032,4637.95099999907,86749.63849999929,470510.0,561897.5894999984,149636.74649999372
98176,0.8312392047956108,0.0016342040654698919,4015.0,49.0,94161.0,0.9879429133858267,0.040895941981747064,4637.95099999907,86749.63849999929,470805.0,562192.5894999984,149341.74649999372
98235,0.8317387475869543,0.0016295855372417019,4015.0,49.0,94220.0,0.9879429133858267,0.0408713798544307,4637.95099999907,86749.63849999929,471100.0,562487.5894999984,149046.74649999372
98294,0.8322382903782978,0.0016254261996706768,4015.0,49.0,94279.0,0.9879429133858267,0.04084684721346166,4637.95099999907,86749.63849999929,471395.0,562782.5894999984,148751.74649999372
98353,0.8327378331696413,0.0016223028857499419,4015.0,49.0,94338.0,0.9879429133858267,0.04082234400577511,4637.95099999907,86749.63849999929,471690.0,563077.5894999984,148456.74649999372
98412,0.8332373759609849,0.0016179850706826793,4015.0,49.0,94397.0,0.9879429133858267,0.040797870178433525,4637.95099999907,86749.63849999929,471985.0,563372.5894999984,148161.74649999372
98471,0.8337369187523284,0.001614253541927964,4015.0,49.0,94456.0,0.9879429133858267,0.04077342567862619,4637.95099999907,86749.63849999929,472280.0,563667.5894999984,147866.74649999372
98530,0.8342364615436719,0.0016094580727289808,4015.0,49.0,94515.0,0.9879429133858267,0.04074901045366893,4637.95099999907,86749.63849999929,472575.0,563962.5894999984,147571.74649999372
98589,0.8347360043350154,0.0016058233039076193,4016.0,48.0,94573.0,0.9881889763779528,0.040734767570418606,4555.000999999116,86761.93349999929,472865.0,564181.9344999983,147352.40149999375
98648,0.835235547126359,0.0016015955334861658,4016.0,48.0,94632.0,0.9881889763779528,0.040710404671154,4555.000999999116,86761.93349999929,473160.0,564476.9344999983,147057.40149999375
98707,0.8357350899177024,0.0015981949432814023,4016.0,48.0,94691.0,0.9881889763779528,0.04068607089669426,4555.000999999116,86761.93349999929,473455.0,564771.9344999983,146762.40149999375
98766,0.836234632709046,0.001594648320860474,4016.0,48.0,94750.0,0.9881889763779528,0.04066176619484438,4555.000999999116,86761.93349999929,473750.0,565066.9344999983,146467.40149999375
98825,0.8367341755003894,0.0015904110907683758,4016.0,48.0,94809.0,0.9881889763779528,0.040637490513534026,4555.000999999116,86761.93349999929,474045.0,565361.9344999983,146172.40149999375
98884,0.837233718291733,0.0015865587959937623,4016.0,48.0,94868.0,0.9881889763779528,0.04061324380081712,4555.000999999116,86761.93349999929,474340.0,565656.9344999983,145877.40149999375
98943,0.8377332610830766,0.0015828938701609888,4016.0,48.0,94927.0,0.9881889763779528,0.04058902600487149,4555.000999999116,86761.93349999929,474635.0,565951.9344999983,145582.40149999375
99002,0.83823280387442,0.0015779751269580588,4016.0,48.0,94986.0,0.9881889763779528,0.04056483707399851,4555.000999999116,86761.93349999929,474930.0,566246.9344999983,145287.40149999375
99061,0.8387323466657636,0.0015743892315928257,4016.0,48.0,95045.0,0.9881889763779528,0.04054067695662269,4555.000999999116,86761.93349999929,475225.0,566541.9344999983,144992.40149999375
99120,0.839231889457107,0.0015703697303383658,4016.0,48.0,95104.0,0.9881889763779528,0.040516545601291365,4555.000999999116,86761.93349999929,475520.0,566836.9344999983,144697.40149999375
99179,0.8397314322484506,0.001566041842624064,4016.0,48.0,95163.0,0.9881889763779528,0.0404924429566743,4555.000999999116,86761.93349999929,475815.0,567131.9344999983,144402.40149999375
99238,0.840230975039794,0.0015621397648227094,4016.0,48.0,95222.0,0.9881889763779528,0.040468368971563314,4555.000999999116,86761.93349999929,476110.0,567426.9344999983,144107.40149999375
99297,0.8407305178311376,0.0015587817740604479,4016.0,48.0,95281.0,0.9881889763779528,0.04044432359487195,4555.000999999116,86761.93349999929,476405.0,567721.9344999983,143812.40149999375
99356,0.8412300606224811,0.0015542841961229922,4016.0,48.0,95340.0,0.9881889763779528,0.04042030677563509,4555.000999999116,86761.93349999929,476700.0,568016.9344999983,143517.40149999375
99415,0.8417296034138246,0.0015501307418420358,4017.0,47.0,95398.0,0.9884350393700787,0.040406377307247394,4472.050999999163,86774.22849999928,476990.0,568236.2794999984,143298.05649999366
99474,0.8422291462051682,0.0015462381331640869,4017.0,47.0,95457.0,0.9884350393700787,0.040382411484407986,4472.050999999163,86774.22849999928,477285.0,568531.2794999984,143003.05649999366
99533,0.8427286889965117,0.0015422159725499492,4017.0,47.0,95516.0,0.9884350393700787,0.04035847407392523,4472.050999999163,86774.22849999928,477580.0,568826.2794999984,142708.05649999366
99592,0.8432282317878552,0.0015383256734796307,4017.0,47.0,95575.0,0.9884350393700787,0.040334565025303235,4472.050999999163,86774.22849999928,477875.0,569121.2794999984,142413.05649999366
99651,0.8437277745791987,0.0015343141398371039,4017.0,47.0,95634.0,0.9884350393700787,0.0403106842881657,4472.050999999163,86774.22849999928,478170.0,569416.2794999984,142118.05649999366
99710,0.8442273173705422,0.0015299612725415915,4017.0,47.0,95693.0,0.9884350393700787,0.04028683181225554,4472.050999999163,86774.22849999928,478465.0,569711.2794999984,141823.05649999366
99769,0.8447268601618857,0.001525827321744593,4017.0,47.0,95752.0,0.9884350393700787,0.04026300754743457,4472.050999999163,86774.22849999928,478760.0,570006.2794999984,141528.05649999366
99828,0.8452264029532293,0.0015218232986933032,4017.0,47.0,95811.0,0.9884350393700787,0.040239211443683136,4472.050999999163,86774.22849999928,479055.0,570301.2794999984,141233.05649999366
99887,0.8457259457445727,0.0015171519803022539,4017.0,47.0,95870.0,0.9884350393700787,0.040215443451099744,4472.050999999163,86774.22849999928,479350.0,570596.2794999984,140938.05649999366
99946,0.8462254885359163,0.0015115205550846219,4017.0,47.0,95929.0,0.9884350393700787,0.04019170351990075,4472.050999999163,86774.22849999928,479645.0,570891.2794999984,140643.05649999366
100005,0.8467250313272598,0.001506335152966152,4017.0,47.0,95988.0,0.9884350393700787,0.04016799160041998,4472.050999999163,86774.22849999928,479940.0,571186.2794999984,140348.05649999366
100064,0.8472245741186033,0.001501842277763398,4017.0,47.0,96047.0,0.9884350393700787,0.04014430764310841,4472.050999999163,86774.22849999928,480235.0,571481.2794999984,140053.05649999366
100123,0.8477241169099469,0.0014972124831491847,4018.0,46.0,96105.0,0.9886811023622047,0.04013063931364422,4422.050999999163,86783.22849999928,480525.0,571730.2794999984,139804.05649999366
100182,0.8482236597012903,0.0014927988109837732,4018.0,46.0,96164.0,0.9886811023622047,0.040107005250444194,4422.050999999163,86783.22849999928,480820.0,572025.2794999984,139509.05649999366
100241,0.8487232024926339,0.001488663119084051,4018.0,46.0,96223.0,0.9886811023622047,0.04008339900838978,4422.050999999163,86783.22849999928,481115.0,572320.2794999984,139214.05649999366
100300,0.8492227452839773,0.001484304247953731,4018.0,46.0,96282.0,0.9886811023622047,0.04005982053838485,4422.050999999163,86783.22849999928,481410.0,572615.2794999984,138919.05649999366
100359,0.8497222880753209,0.001480308032357576,4018.0,46.0,96341.0,0.9886811023622047,0.0400362697914487,4422.050999999163,86783.22849999928,481705.0,572910.2794999984,138624.05649999366
100418,0.8502218308666644,0.0014763252589829964,4018.0,46.0,96400.0,0.9886811023622047,0.04001274671871577,4422.050999999163,86783.22849999928,482000.0,573205.2794999984,138329.05649999366
100477,0.8507213736580079,0.0014726353092060422,4018.0,46.0,96459.0,0.9886811023622047,0.03998925127143525,4422.050999999163,86783.22849999928,482295.0,573500.2794999984,138034.05649999366
100536,0.8512209164493515,0.0014687161545368747,4018.0,46.0,96518.0,0.9886811023622047,0.039965783400970796,4422.050999999163,86783.22849999928,482590.0,573795.2794999984,137739.05649999366
100595,0.851720459240695,0.0014650025592821533,4018.0,46.0,96577.0,0.9886811023622047,0.03994234305880014,4422.050999999163,86783.22849999928,482885.0,574090.2794999984,137444.05649999366
100654,0.8522200020320385,0.0014610079328637418,4018.0,46.0,96636.0,0.9886811023622047,0.039918930196514796,4422.050999999163,86783.22849999928,483180.0,574385.2794999984,137149.05649999366
100713,0.852719544823382,0.0014573839293805719,4018.0,46.0,96695.0,0.9886811023622047,0.039895544765819704,4422.050999999163,86783.22849999928,483475.0,574680.2794999984,136854.05649999366
100772,0.8532190876147255,0.0014525631989226106,4018.0,46.0,96754.0,0.9886811023622047,0.039872186718532925,4422.050999999163,86783.22849999928,483770.0,574975.2794999984,136559.05649999366
100831,0.853718630406069,0.0014488604184792152,4019.0,45.0,96812.0,0.9889271653543307,0.03985877359145501,4361.100999999209,86793.32349999927,484060.0,575214.4244999985,136319.91149999364
100890,0.8542181731974126,0.0014447452205868343,4019.0,45.0,96871.0,0.9889271653543307,0.03983546436713252,4361.100999999209,86793.32349999927,484355.0,575509.4244999985,136024.91149999364
100949,0.854717715988756,0.0014404960722944871,4019.0,45.0,96930.0,0.9889271653543307,0.03981218238912718,4361.100999999209,86793.32349999927,484650.0,575804.4244999985,135729.91149999364
101008,0.8552172587800996,0.0014363052727961088,4019.0,45.0,96989.0,0.9889271653543307,0.03978892760969428,4361.100999999209,86793.32349999927,484945.0,576099.4244999985,135434.91149999364
101067,0.855716801571443,0.001432820154354652,4019.0,45.0,97048.0,0.9889271653543307,0.03976569998120059,4361.100999999209,86793.32349999927,485240.0,576394.4244999985,135139.91149999364
101126,0.8562163443627866,0.00142757518883428,4019.0,45.0,97107.0,0.9889271653543307,0.03974249945612404,4361.100999999209,86793.32349999927,485535.0,576689.4244999985,134844.91149999364
101185,0.8567158871541302,0.001423297998389693,4020.0,44.0,97165.0,0.9891732283464567,0.03972920887483323,4086.1009999992093,86824.82349999927,485825.0,576735.9244999985,134798.41149999364
101244,0.8572154299454736,0.0014191782307122521,4020.0,44.0,97224.0,0.9891732283464567,0.039706056655209196,4086.1009999992093,86824.82349999927,486120.0,577030.9244999985,134503.41149999364
101303,0.8577149727368172,0.0014159245824716005,4020.0,44.0,97283.0,0.9891732283464567,0.03968293140380838,4086.1009999992093,86824.82349999927,486415.0,577325.9244999985,134208.41149999364
101362,0.8582145155281606,0.0014111537856550946,4020.0,44.0,97342.0,0.9891732283464567,0.03965983307353841,4086.1009999992093,86824.82349999927,486710.0,577620.9244999985,133913.41149999364
101421,0.8587140583195042,0.0014070512849266577,4020.0,44.0,97401.0,0.9891732283464567,0.03963676161741651,4086.1009999992093,86824.82349999927,487005.0,577915.9244999985,133618.41149999364
101480,0.8592136011108477,0.0014031523175397423,4022.0,42.0,97458.0,0.9896653543307087,0.03963342530547891,3974.1899999992456,86844.01459999927,487290.0,578108.2045999985,133426.13139999355
101539,0.8597131439021912,0.0013980717546114324,4022.0,42.0,97517.0,0.9896653543307087,0.03961039600547573,3974.1899999992456,86844.01459999927,487585.0,578403.2045999985,133131.13139999355
101598,0.8602126866935347,0.0013937460491132182,4022.0,42.0,97576.0,0.9896653543307087,0.03958739345262702,3974.1899999992456,86844.01459999927,487880.0,578698.2045999985,132836.13139999355
101657,0.8607122294848782,0.0013898239566514869,4022.0,42.0,97635.0,0.9896653543307087,0.039564417600362,3974.1899999992456,86844.01459999927,488175.0,578993.2045999985,132541.13139999355
101716,0.8612117722762218,0.001385947718809725,4022.0,42.0,97694.0,0.9896653543307087,0.03954146840221794,3974.1899999992456,86844.01459999927,488470.0,579288.2045999985,132246.13139999355
101775,0.8617113150675653,0.0013817082520387028,4022.0,42.0,97753.0,0.9896653543307087,0.03951854581183984,3974.1899999992456,86844.01459999927,488765.0,579583.2045999985,131951.13139999355
101834,0.8622108578589088,0.0013781091762559276,4022.0,42.0,97812.0,0.9896653543307087,0.03949564978298015,3974.1899999992456,86844.01459999927,489060.0,579878.2045999985,131656.13139999355
101893,0.8627104006502523,0.0013736071929693692,4023.0,41.0,97870.0,0.9899114173228346,0.03948259448637296,3863.3639999992447,86859.09719999928,489350.0,580072.4611999985,131461.8747999936
101952,0.8632099434415959,0.001369799532642266,4024.0,40.0,97928.0,0.9901574803149606,0.03946955430006278,3834.428999999189,86865.99069999928,489640.0,580340.4196999985,131193.91629999364
102011,0.8637094862329393,0.0013660580129242817,4025.0,39.0,97986.0,0.9904035433070866,0.03945652919783161,3784.428999999189,86874.99069999928,489930.0,580589.4196999985,130944.91629999364
102070,0.8642090290242829,0.0013628506370079202,4025.0,39.0,98045.0,0.9904035433070866,0.03943372195552072,3784.428999999189,86874.99069999928,490225.0,580884.4196999985,130649.91629999364
102129,0.8647085718156263,0.0013596073372138654,4025.0,39.0,98104.0,0.9904035433070866,0.03941094106473186,3784.428999999189,86874.99069999928,490520.0,581179.4196999985,130354.91629999364
102188,0.8652081146069699,0.0013562853962386118,4025.0,39.0,98163.0,0.9904035433070866,0.03938818647982151,3784.428999999189,86874.99069999928,490815.0,581474.4196999985,130059.91629999364
102247,0.8657076573983135,0.0013525839211493825,4025.0,39.0,98222.0,0.9904035433070866,0.0393654581552515,3784.428999999189,86874.99069999928,491110.0,581769.4196999985,129764.91629999364
102306,0.8662072001896569,0.0013478966215516137,4026.0,38.0,98280.0,0.9906496062992126,0.039352530643364025,3709.428999999189,86886.49069999928,491400.0,581995.9196999985,129538.41629999364
102365,0.8667067429810005,0.0013445808805916685,4026.0,38.0,98339.0,0.9906496062992126,0.03932984906950618,3709.428999999189,86886.49069999928,491695.0,582290.9196999985,129243.41629999364
102424,0.8672062857723439,0.0013401840103933137,4026.0,38.0,98398.0,0.9906496062992126,0.03930719362649379,3709.428999999189,86886.49069999928,491990.0,582585.9196999985,128948.41629999364
102483,0.8677058285636875,0.0013349388419082496,4027.0,37.0,98456.0,0.9908956692913385,0.03929432198510972,3659.428999999189,86895.49069999928,492280.0,582834.9196999985,128699.41629999364
102542,0.868205371355031,0.0013309734006004283,4027.0,37.0,98515.0,0.9908956692913385,0.039271713054163174,3659.428999999189,86895.49069999928,492575.0,583129.9196999985,128404.41629999364
102601,0.8687049141463745,0.0013275813841872762,4027.0,37.0,98574.0,0.9908956692913385,0.039249130125437376,3659.428999999189,86895.49069999928,492870.0,583424.9196999985,128109.41629999364
102660,0.869204456937718,0.0013233843890363775,4028.0,36.0,98632.0,0.9911417322834646,0.03923631404636665,3322.4789999992354,86933.18569999927,493160.0,583415.6646999985,128118.67129999364
102719,0.8697039997290615,0.0013189913047768813,4028.0,36.0,98691.0,0.9911417322834646,0.03921377739269269,3322.4789999992354,86933.18569999927,493455.0,583710.6646999985,127823.67129999364
102778,0.8702035425204051,0.001315118999015721,4028.0,36.0,98750.0,0.9911417322834646,0.03919126661347759,3322.4789999992354,86933.18569999927,493750.0,584005.6646999985,127528.67129999364
102837,0.8707030853117486,0.0013125444815712914,4028.0,36.0,98809.0,0.9911417322834646,0.03916878166418702,3322.4789999992354,86933.18569999927,494045.0,584300.6646999985,127233.67129999364
102896,0.8712026281030921,0.001307705904373444,4028.0,36.0,98868.0,0.9911417322834646,0.03914632250038874,3322.4789999992354,86933.18569999927,494340.0,584595.6646999985,126938.67129999364
102955,0.8717021708944356,0.0013031298423193897,4028.0,36.0,98927.0,0.9911417322834646,0.03912388907775242,3322.4789999992354,86933.18569999927,494635.0,584890.6646999985,126643.67129999364
103014,0.8722017136857791,0.0012987657529427274,4029.0,35.0,98985.0,0.9913877952755905,0.03911118877045838,3189.528999999282,86950.48069999927,494925.0,585065.0096999985,126469.32629999355
103073,0.8727012564771226,0.0012954642268305189,4029.0,35.0,99044.0,0.9913877952755905,0.03908880114093895,3189.528999999282,86950.48069999927,495220.0,585360.0096999985,126174.32629999355
103132,0.8732007992684662,0.0012908623107410683,4030.0,34.0,99102.0,0.9916338582677166,0.039076135438079355,3115.528999999282,86961.88069999927,495510.0,585587.4096999986,125946.92629999353
103191,0.8737003420598096,0.001287000381995792,4030.0,34.0,99161.0,0.9916338582677166,0.03905379345097925,3115.528999999282,86961.88069999927,495805.0,585882.4096999986,125651.92629999353
103250,0.8741998848511532,0.0012829718528680064,4030.0,34.0,99220.0,0.9916338582677166,0.039031476997578696,3115.528999999282,86961.88069999927,496100.0,586177.4096999986,125356.92629999353
103309,0.8746994276424968,0.0012792534907883073,4030.0,34.0,99279.0,0.9916338582677166,0.039009186034130616,3115.528999999282,86961.88069999927,496395.0,586472.4096999986,125061.92629999353
103368,0.8751989704338402,0.001274219157927364,4030.0,34.0,99338.0,0.9916338582677166,0.03898692051698785,3115.528999999282,86961.88069999927,496690.0,586767.4096999986,124766.92629999353
103427,0.8756985132251838,0.001269599186931833,4030.0,34.0,99397.0,0.9916338582677166,0.0389646804026028,3115.528999999282,86961.88069999927,496985.0,587062.4096999986,124471.92629999353
103486,0.8761980560165272,0.0012655589028509873,4030.0,34.0,99456.0,0.9916338582677166,0.0389424656475272,3115.528999999282,86961.88069999927,497280.0,587357.4096999986,124176.92629999353
103545,0.8766975988078708,0.0012606648190972639,4030.0,34.0,99515.0,0.9916338582677166,0.0389202762084118,3115.528999999282,86961.88069999927,497575.0,587652.4096999986,123881.92629999353
103604,0.8771971415992142,0.0012570594126308033,4030.0,34.0,99574.0,0.9916338582677166,0.0388981120420061,3115.528999999282,86961.88069999927,497870.0,587947.4096999986,123586.92629999353
103663,0.8776966843905578,0.0012533590991948818,4030.0,34.0,99633.0,0.9916338582677166,0.03887597310515806,3115.528999999282,86961.88069999927,498165.0,588242.4096999986,123291.92629999353
103722,0.8781962271819013,0.001248789216247605,4030.0,34.0,99692.0,0.9916338582677166,0.03885385935481383,3115.528999999282,86961.88069999927,498460.0,588537.4096999986,122996.92629999353
103781,0.8786957699732448,0.0012452175508134203,4030.0,34.0,99751.0,0.9916338582677166,0.03883177074801746,3115.528999999282,86961.88069999927,498755.0,588832.4096999986,122701.92629999353
